product,recommendation,product_support,recommendation_support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'other vegetables'}),frozenset({'beef'}),0.1512251464400627,0.04100321755630724,0.016500288755053213,0.10911074740861973,2.6610289121526756,0.0102995711755869,1.0764489297117505,0.7354194206842922
frozenset({'beef'}),frozenset({'other vegetables'}),0.04100321755630724,0.1512251464400627,0.016500288755053213,0.40241448692152915,2.6610289121526756,0.0102995711755869,1.420340411512757,0.6508942704748794
frozenset({'rolls/buns'}),frozenset({'beef'}),0.14082996452437918,0.04100321755630724,0.01155020212853725,0.08201523140011716,2.000214526762213,0.005775720454697099,1.0446761376077751,0.5820193969656231
frozenset({'beef'}),frozenset({'rolls/buns'}),0.04100321755630724,0.14082996452437918,0.01155020212853725,0.2816901408450704,2.000214526762213,0.005775720454697099,1.1960994611523348,0.5214341018582244
frozenset({'root vegetables'}),frozenset({'beef'}),0.08629651018892831,0.04100321755630724,0.014437752660671562,0.16730401529636713,4.080265532006571,0.01089931807904485,1.1516769626132064,0.8262176072234763
frozenset({'beef'}),frozenset({'root vegetables'}),0.04100321755630724,0.08629651018892831,0.014437752660671562,0.352112676056338,4.08026553200657,0.01089931807904485,1.4102814734040452,0.7871954576737783
frozenset({'whole milk'}),frozenset({'beef'}),0.1964359376289085,0.04100321755630724,0.017655308967906937,0.08987820243595127,2.1919792590063687,0.009600803481431601,1.0537015869858941,0.6767242702796061
frozenset({'beef'}),frozenset({'whole milk'}),0.04100321755630724,0.1964359376289085,0.017655308967906937,0.43058350100603615,2.1919792590063687,0.009600803481431601,1.411206144870786,0.5670418438165316
frozenset({'whole milk'}),frozenset({'berries'}),0.1964359376289085,0.026152957676759344,0.010230179028132993,0.052078958420831586,1.9913219401227118,0.005092798265129611,1.027350380049462,0.6195162946280719
frozenset({'berries'}),frozenset({'whole milk'}),0.026152957676759344,0.1964359376289085,0.010230179028132993,0.3911671924290221,1.9913219401227118,0.005092798265129611,1.319843563583606,0.5111901651709099
frozenset({'bottled water'}),frozenset({'bottled beer'}),0.08448147842587245,0.05634848609850673,0.013365233891593102,0.158203125,2.8075843017935576,0.008604830478931532,1.1209966940082705,0.7032319935206601
frozenset({'bottled beer'}),frozenset({'bottled water'}),0.05634848609850673,0.08448147842587245,0.013365233891593102,0.2371888726207906,2.8075843017935576,0.008604830478931532,1.2001903075530307,0.6822666053592207
frozenset({'other vegetables'}),frozenset({'bottled beer'}),0.1512251464400627,0.05634848609850673,0.014355251216896295,0.09492635024549917,1.6846300019409888,0.005833943154973778,1.0426240054137654,0.47880523676730835
frozenset({'bottled beer'}),frozenset({'other vegetables'}),0.05634848609850673,0.1512251464400627,0.014355251216896295,0.2547584187408492,1.684630001940989,0.005833943154973778,1.1389257858181476,0.4306651753682522
frozenset({'rice'}),frozenset({'bottled beer'}),0.16426037455655473,0.05634848609850673,0.010395181915683524,0.06328478151682572,1.1230963935072393,0.0011393584834479917,1.0074049137682966,0.13114668045566366
frozenset({'bottled beer'}),frozenset({'rice'}),0.05634848609850673,0.16426037455655473,0.010395181915683524,0.1844802342606149,1.1230963935072393,0.0011393584834479917,1.0247938315581204,0.11614931570343352
frozenset({'rolls/buns'}),frozenset({'bottled beer'}),0.14082996452437918,0.05634848609850673,0.012045210791188846,0.08553016988869361,1.5178787543497148,0.00410965549293367,1.0319110405059893,0.3971109754782155
frozenset({'bottled beer'}),frozenset({'rolls/buns'}),0.05634848609850673,0.14082996452437918,0.012045210791188846,0.2137628111273792,1.5178787543497148,0.00410965549293367,1.0927618886961807,0.3615591623212219
frozenset({'soda'}),frozenset({'bottled beer'}),0.1324973187030773,0.05634848609850673,0.015015262767098424,0.11332503113325032,2.0111459771099955,0.007549239446068658,1.0642586596389032,0.5795613801319935
frozenset({'bottled beer'}),frozenset({'soda'}),0.05634848609850673,0.1324973187030773,0.015015262767098424,0.2664714494875549,2.011145977109996,0.007549239446068658,1.1826433758997967,0.532793137968868
frozenset({'whole milk'}),frozenset({'bottled beer'}),0.1964359376289085,0.05634848609850673,0.01782031185545747,0.09071818563628727,1.6099489430416367,0.006751444154727785,1.0377987319166075,0.47147739371815345
frozenset({'bottled beer'}),frozenset({'whole milk'}),0.05634848609850673,0.1964359376289085,0.01782031185545747,0.3162518301610542,1.609948943041637,0.006751444154727785,1.1752339498917677,0.4014853833550283
frozenset({'bottled water'}),frozenset({'citrus fruit'}),0.08448147842587245,0.06558864780133652,0.01155020212853725,0.13671875,2.084488011006289,0.006009176194326491,1.082395050510669,0.5682745658414758
frozenset({'citrus fruit'}),frozenset({'bottled water'}),0.06558864780133652,0.08448147842587245,0.01155020212853725,0.1761006289308176,2.084488011006289,0.006009176194326491,1.1112018696968418,0.5567846421634167
frozenset({'coffee'}),frozenset({'bottled water'}),0.12284464978137118,0.08448147842587245,0.013860242554244699,0.11282740094022833,1.3355282488247147,0.003482144924005934,1.0319508543708371,0.28641746390053396
frozenset({'bottled water'}),frozenset({'coffee'}),0.08448147842587245,0.12284464978137118,0.013860242554244699,0.1640625,1.3355282488247147,0.003482144924005934,1.0493073348409765,0.27441565073357455
frozenset({'fruit/vegetable juice'}),frozenset({'bottled water'}),0.05651348898605726,0.08448147842587245,0.011797706459863047,0.20875912408759123,2.4710638115875914,0.0070233633593166705,1.1570667661960836,0.6309745693271401
frozenset({'bottled water'}),frozenset({'fruit/vegetable juice'}),0.08448147842587245,0.05651348898605726,0.011797706459863047,0.1396484375,2.4710638115875914,0.0070233633593166705,1.096629043448669,0.6502500833401077
frozenset({'onions'}),frozenset({'bottled water'}),0.13728240244204273,0.08448147842587245,0.012210213678739378,0.0889423076923077,1.052802452674279,0.0006123933585800052,1.0048963191948208,0.05813511704302566
frozenset({'bottled water'}),frozenset({'onions'}),0.08448147842587245,0.13728240244204273,0.012210213678739378,0.14453125,1.052802452674279,0.0006123933585800052,1.0084735386978863,0.05478227619346845
frozenset({'bottled water'}),frozenset({'other vegetables'}),0.08448147842587245,0.1512251464400627,0.021120369606468112,0.25,1.65316421167485,0.008344645660042551,1.1316998047465832,0.43155807876002517
frozenset({'other vegetables'}),frozenset({'bottled water'}),0.1512251464400627,0.08448147842587245,0.021120369606468112,0.13966175668303327,1.65316421167485,0.008344645660042551,1.0641378884244614,0.46549377916018647
frozenset({'bottled water'}),frozenset({'rice'}),0.08448147842587245,0.16426037455655473,0.013942743998019966,0.16503906250000003,1.0047405708500756,6.578470869465954e-05,1.000932604039869,0.00515358647494166
frozenset({'rice'}),frozenset({'bottled water'}),0.16426037455655473,0.08448147842587245,0.013942743998019966,0.08488196885986941,1.0047405708500754,6.578470869465954e-05,1.0004376380099276,0.005645542854138952
frozenset({'rolls/buns'}),frozenset({'bottled water'}),0.14082996452437918,0.08448147842587245,0.020790363831367047,0.14762741652021089,1.7474530426186292,0.008892840221684326,1.0740825541766568,0.49785087839629805
frozenset({'bottled water'}),frozenset({'rolls/buns'}),0.08448147842587245,0.14082996452437918,0.020790363831367047,0.24609375,1.7474530426186292,0.008892840221684326,1.139624503014295,0.4672090698043659
frozenset({'bottled water'}),frozenset({'root vegetables'}),0.08448147842587245,0.08629651018892831,0.01303522811649204,0.15429687500000003,1.7879851069550672,0.005744771352738011,1.0804068978828376,0.4813788194551385
frozenset({'root vegetables'}),frozenset({'bottled water'}),0.08629651018892831,0.08448147842587245,0.01303522811649204,0.15105162523900573,1.787985106955067,0.005744771352738011,1.078414835097452,0.48233505729062504
frozenset({'bottled water'}),frozenset({'sausage'}),0.08448147842587245,0.07400379506641366,0.010312680471908258,0.12207031250000001,1.6495142227564104,0.004060730455572347,1.054749848556165,0.43009606199873845
frozenset({'sausage'}),frozenset({'bottled water'}),0.07400379506641366,0.08448147842587245,0.010312680471908258,0.13935340022296544,1.6495142227564104,0.004060730455572347,1.063756624160612,0.42522950819672134
frozenset({'bottled water'}),frozenset({'soda'}),0.08448147842587245,0.1324973187030773,0.024832934576355086,0.2939453125,2.2185000826976964,0.013639365204855116,1.228662165488311,0.5999277886903078
frozenset({'soda'}),frozenset({'bottled water'}),0.1324973187030773,0.08448147842587245,0.024832934576355086,0.1874221668742217,2.218500082697697,0.013639365204855116,1.12668409628203,0.6331334922583306
frozenset({'bottled water'}),frozenset({'tropical fruit'}),0.08448147842587245,0.08307895388169292,0.015345268542199489,0.18164062500000003,2.1863614852284017,0.008326635692199196,1.1204381279536353,0.592690458818183
frozenset({'tropical fruit'}),frozenset({'bottled water'}),0.08307895388169292,0.08448147842587245,0.015345268542199489,0.18470705064548165,2.1863614852284017,0.008326635692199196,1.1229319746956716,0.5917838781271709
frozenset({'whole milk'}),frozenset({'bottled water'}),0.1964359376289085,0.08448147842587245,0.02895800676511839,0.14741705165896682,1.7449629718343134,0.012362808338255728,1.073817536880787,0.5312855028460778
frozenset({'bottled water'}),frozenset({'whole milk'}),0.08448147842587245,0.1964359376289085,0.02895800676511839,0.34277343750000006,1.7449629718343136,0.012362808338255728,1.2226591379910812,0.466317094504893
